Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"6,182","5,639","5,780","5,788","6,900","7,771","7,767","8,308","9,627","11,547","10,922","12,077","12,777"
Expenses+,"5,673","5,240","5,276","5,017","5,866","6,402","6,575","7,156","7,831","9,941","9,932","10,747","11,263"
Operating Profit,509,399,505,771,"1,035","1,369","1,192","1,152","1,796","1,606",991,"1,330","1,514"
OPM %,8%,7%,9%,13%,15%,18%,15%,14%,19%,14%,9%,11%,12%
Other Income+,50,52,41,47,56,88,88,92,92,120,99,142,183
Interest,149,112,85,71,83,119,164,122,85,53,88,153,172
Depreciation,138,110,98,114,141,157,219,233,238,260,303,410,453
Profit before tax,272,228,362,633,867,"1,180",897,889,"1,565","1,413",699,909,"1,071"
Tax %,11%,8%,17%,13%,23%,24%,20%,24%,32%,36%,36%,34%,
Net Profit+,242,211,301,552,669,904,722,674,"1,067",911,447,604,714
EPS in Rs,14.85,12.98,18.58,33.97,41.22,56.99,45.96,43.17,68.45,58.41,28.67,38.75,45.68
Dividend Payout %,14%,17%,17%,17%,20%,17%,18%,22%,22%,24%,23%,23%,
