Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,335,544,543,450,573,687,632,649,867,721,638,622,628
Expenses+,303,504,464,353,466,532,449,430,605,660,677,640,642
Operating Profit,32,40,79,97,108,155,183,219,262,61,-39,-18,-13
OPM %,10%,7%,14%,22%,19%,23%,29%,34%,30%,8%,-6%,-3%,-2%
Other Income+,23,8,12,-48,9,-51,-315,-7,-212,-12,21,8,-1
Interest,10,53,49,15,18,18,24,24,38,30,24,30,27
Depreciation,16,50,47,27,41,55,88,81,85,92,85,119,116
Profit before tax,29,-56,-4,7,58,30,-243,107,-73,-73,-127,-160,-157
Tax %,26%,-22%,12%,336%,52%,121%,11%,29%,62%,-5%,-22%,-25%,
Net Profit+,21,-43,-5,-16,28,-6,-271,76,-118,-69,-98,-119,-118
EPS in Rs,0.61,-0.99,-0.18,-0.42,0.42,-0.15,-5.76,1.61,-1.88,-1.10,-1.57,-1.91,-1.89
Dividend Payout %,0%,0%,-78%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
