Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,595","1,643","1,502","1,460","1,581","1,669","1,288","1,085","1,060","1,241","1,173","1,250","1,226"
Expenses+,"1,489","1,516","1,389","1,360","1,468","1,581","1,233","1,061","1,052","1,210","1,157","1,233","1,214"
Operating Profit,106,127,113,100,113,88,55,24,8,30,16,17,11
OPM %,7%,8%,8%,7%,7%,5%,4%,2%,1%,2%,1%,1%,1%
Other Income+,6,9,5,17,21,23,25,24,18,24,33,30,32
Interest,3,1,0,0,0,0,1,0,0,0,0,0,0
Depreciation,28,29,29,29,28,26,20,16,12,12,12,12,12
Profit before tax,80,106,88,88,105,86,58,31,14,42,36,35,32
Tax %,13%,29%,30%,31%,26%,27%,27%,17%,12%,24%,15%,18%,
Net Profit+,70,76,61,61,78,63,43,26,12,32,31,29,25
EPS in Rs,17.43,18.91,15.29,15.18,19.38,15.65,10.64,6.54,3.04,7.98,7.69,7.22,6.31
Dividend Payout %,20%,21%,26%,26%,23%,29%,42%,69%,148%,56%,58%,62%,
