Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0.05,0.30,0.24,0.43,0.42,0.17,0.16,0.13,0.22,0.31,0.74,0.41,0.42
Expenses+,0.05,0.12,0.18,0.23,0.22,0.16,0.15,0.12,0.13,0.21,0.69,0.36,0.39
Operating Profit,0.00,0.18,0.06,0.20,0.20,0.01,0.01,0.01,0.09,0.10,0.05,0.05,0.03
OPM %,0.00%,60.00%,25.00%,46.51%,47.62%,5.88%,6.25%,7.69%,40.91%,32.26%,6.76%,12.20%,7.14%
Other Income+,0.00,-0.02,-0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01
Interest,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,0.00,0.15,0.01,0.22,0.20,0.01,0.01,0.01,0.09,0.08,0.03,0.05,0.02
Tax %,,20.00%,0.00%,0.00%,15.00%,0.00%,0.00%,0.00%,100.00%,25.00%,33.33%,20.00%,
Net Profit+,0.00,0.12,0.00,0.22,0.17,0.01,0.00,0.01,0.00,0.06,0.02,0.03,-0.00
EPS in Rs,,,,0.72,0.56,0.03,0.00,0.03,0.00,0.20,0.07,0.10,0.00
Dividend Payout %,,0.00%,,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,
