Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,9,2,-0,-0,-0,-0,0,1,1,1,51,112,114
Expenses+,10,3,1,2,2,3,2,4,4,4,54,115,118
Operating Profit,-1,-1,-1,-2,-2,-3,-2,-3,-3,-3,-3,-4,-4
OPM %,-6%,-47%,,,,,-987%,-370%,-257%,-195%,-6%,-3%,-3%
Other Income+,7,11,14,13,20,24,23,26,57,43,43,6,6
Interest,8,1,0,-0,-0,-0,-0,-0,-0,-0,-0,1,1
Depreciation,0,0,0,0,0,0,0,0,0,1,1,1,1
Profit before tax,-2,9,12,11,18,21,20,23,54,40,39,0,-0
Tax %,-0%,-0%,-0%,-0%,2%,2%,2%,-4%,-1%,1%,1%,-22%,
Net Profit+,-2,9,12,11,18,21,20,24,55,39,39,0,-0
EPS in Rs,-0.23,1.23,1.70,1.62,2.54,2.99,2.89,3.52,7.85,5.64,5.55,0.04,-0.05
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,97%,72%,115%,103%,"1,242%",
