Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,489,440,362,375,377,410,368,343,390,394,386,384,373
Expenses+,456,440,348,354,359,398,371,323,384,378,362,377,370
Operating Profit,33,0,15,21,18,11,-2,20,5,17,25,6,3
OPM %,7%,0%,4%,6%,5%,3%,-1%,6%,1%,4%,6%,2%,1%
Other Income+,15,10,10,11,12,8,24,16,13,33,33,33,16
Interest,11,12,15,15,17,18,19,16,16,23,25,26,25
Depreciation,13,18,21,18,18,18,17,17,18,16,19,18,19
Profit before tax,23,-20,-11,-2,-5,-16,-15,3,-16,10,14,-5,-25
Tax %,53%,14%,6%,157%,22%,-2%,5%,66%,5%,33%,15%,-3%,
Net Profit+,11,-22,-11,-4,-6,-16,-15,1,-16,7,12,-4,-26
EPS in Rs,2.19,-4.47,-2.29,-0.81,-1.13,-3.22,-3.04,0.22,-3.27,1.35,2.33,-0.87,-5.23
Dividend Payout %,17%,-5%,-16%,-16%,0%,0%,-5%,0%,0%,0%,0%,0%,
