Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"7,058","7,152","7,142","7,446","8,709","10,840","12,676","12,949","14,777","16,361","19,626","22,316","25,499"
Expenses+,"6,434","6,412","6,305","6,525","7,609","9,426","11,133","11,376","13,482","14,872","17,812","20,285","23,396"
Operating Profit,623,740,838,921,"1,100","1,414","1,543","1,574","1,295","1,490","1,814","2,031","2,103"
OPM %,9%,10%,12%,12%,13%,13%,12%,12%,9%,9%,9%,9%,8%
Other Income+,23,25,-18,24,25,44,48,277,274,165,64,62,63
Interest,282,373,462,469,473,486,603,532,522,621,704,774,541
Depreciation,149,168,186,181,192,211,340,373,351,392,473,497,516
Profit before tax,215,224,171,295,461,761,648,945,696,642,701,823,"1,110"
Tax %,42%,48%,56%,47%,40%,36%,40%,30%,23%,32%,26%,31%,
Net Profit+,124,115,76,157,278,487,390,662,535,435,516,567,809
EPS in Rs,7.96,7.84,7.17,12.15,18.29,30.41,25.18,45.06,36.28,27.13,31.37,34.30,48.08
Dividend Payout %,19%,19%,21%,16%,14%,10%,14%,22%,18%,26%,26%,26%,
