Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,228","1,165","1,235","1,406","1,205",867,707,574,894,"1,033",985,"1,003","1,013"
Expenses+,"1,128","1,081","1,146","1,287","1,117",827,769,547,859,"1,073","1,025",991,972
Operating Profit,100,85,90,119,88,40,-62,27,34,-39,-40,12,41
OPM %,8%,7%,7%,8%,7%,5%,-9%,5%,4%,-4%,-4%,1%,4%
Other Income+,-16,1,5,9,9,-55,-2,0,21,10,1,192,179
Interest,31,37,44,50,51,63,41,3,27,7,0,4,8
Depreciation,25,20,20,20,53,47,40,36,31,27,24,21,20
Profit before tax,28,29,31,57,-6,-124,-146,-12,-3,-64,-63,180,192
Tax %,32%,24%,38%,32%,-58%,-6%,-4%,-41%,-204%,-8%,-7%,5%,
Net Profit+,19,22,19,39,-3,-117,-139,-7,3,-59,-59,170,183
EPS in Rs,0.37,0.42,0.37,0.75,-0.05,-2.26,-2.69,-0.14,0.06,-1.13,-1.14,3.24,38.58
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
