Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,99,115,110,153,173,206,218,202,289,437,406,510,548
Expenses+,89,103,105,144,164,195,209,192,275,418,393,496,533
Operating Profit,10,12,5,9,10,11,9,10,13,19,13,14,15
OPM %,10%,10%,5%,6%,6%,6%,4%,5%,5%,4%,3%,3%,3%
Other Income+,1,0,1,0,2,1,1,2,1,0,2,2,3
Interest,1,1,1,2,1,1,2,1,1,2,2,4,3
Depreciation,1,1,1,1,1,1,1,1,1,1,1,2,2
Profit before tax,8,10,4,7,10,10,7,10,12,16,12,11,13
Tax %,43%,34%,31%,25%,19%,15%,-3%,-2%,1%,7%,6%,10%,
Net Profit+,5,6,3,5,8,9,7,10,12,15,11,10,12
EPS in Rs,152.58,207.10,81.61,172.90,5.26,5.84,4.86,7.08,8.16,9.81,7.67,6.78,7.87
Dividend Payout %,13%,10%,25%,-0%,10%,17%,21%,21%,24%,20%,26%,30%,
