Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,567","2,709","4,445","3,405",465,"1,436",760,711,625,733,"1,746","3,557","3,745"
Expenses+,"1,391","2,284","3,711","2,863",548,"1,287",877,902,925,926,"1,484","2,800","2,930"
Operating Profit,176,425,734,542,-83,149,-116,-191,-300,-193,262,757,815
OPM %,11%,16%,17%,16%,-18%,10%,-15%,-27%,-48%,-26%,15%,21%,22%
Other Income+,9,47,48,84,26,23,11,76,19,-65,46,134,150
Interest,46,62,98,155,171,169,244,255,283,327,240,169,147
Depreciation,12,20,35,44,52,66,80,88,89,98,113,182,188
Profit before tax,128,389,649,427,-280,-62,-430,-459,-653,-684,-45,539,629
Tax %,-4%,24%,29%,29%,-33%,-36%,-35%,-33%,-26%,4%,7%,19%,
Net Profit+,132,296,461,303,-188,-40,-279,-307,-483,-712,-48,438,488
EPS in Rs,1.55,3.14,4.88,3.21,-1.99,-0.42,-2.96,-3.24,-5.08,-5.11,-0.26,3.23,3.47
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
