Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,5,144,146,5,6,5,5,3,5,5,22,29,31
Expenses+,19,119,127,20,26,21,20,17,27,25,41,50,53
Operating Profit,-15,25,19,-14,-20,-16,-15,-14,-22,-19,-18,-20,-22
OPM %,-331%,17%,13%,-279%,-339%,-304%,-313%,-503%,-425%,-366%,-81%,-70%,-71%
Other Income+,22,9,11,40,61,33,20,21,53,53,51,48,47
Interest,0,0,0,0,1,1,1,1,1,0,4,2,2
Depreciation,1,6,7,1,3,3,3,3,3,2,3,4,4
Profit before tax,6,27,23,23,37,13,1,4,28,31,26,22,19
Tax %,25%,42%,32%,-5%,59%,31%,433%,-24%,7%,12%,40%,7%,
Net Profit+,5,16,16,24,15,9,-2,5,26,28,16,20,19
EPS in Rs,1.80,6.35,6.40,9.76,6.13,3.62,-0.93,1.85,10.24,11.05,6.20,8.17,7.40
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
