Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,274,299,270,291,327,301,268,274,349,440,178,201,221
Expenses+,253,273,259,274,304,275,258,256,332,405,172,188,206
Operating Profit,21,26,11,17,23,26,10,18,17,35,7,14,15
OPM %,8%,9%,4%,6%,7%,8%,4%,7%,5%,8%,4%,7%,7%
Other Income+,1,1,189,18,11,4,3,15,9,5,14,9,5
Interest,4,4,2,1,1,1,1,0,1,1,1,1,0
Depreciation,3,4,4,4,4,4,4,5,4,5,3,3,3
Profit before tax,15,20,195,30,28,24,8,29,21,34,17,19,16
Tax %,40%,28%,20%,24%,16%,19%,61%,28%,32%,26%,33%,10%,
Net Profit+,9,14,156,23,24,20,3,20,14,25,11,18,14
EPS in Rs,5.76,9.24,114.66,14.43,16.40,12.93,1.40,15.18,10.39,18.73,8.34,13.10,10.77
Dividend Payout %,26%,16%,4%,11%,11%,16%,144%,15%,48%,16%,42%,13%,
