Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,14,16,20,23,15,18,14,12,20,19,28,35,37
Expenses+,7,11,14,10,10,10,8,7,14,15,13,15,15
Operating Profit,7,5,6,13,5,8,7,5,5,5,15,20,23
OPM %,48%,29%,32%,56%,34%,46%,45%,43%,27%,24%,54%,58%,60%
Other Income+,0,4,4,2,1,0,0,4,3,1,1,14,2
Interest,2,3,2,4,4,4,4,3,1,0,2,3,4
Depreciation,4,5,4,7,8,7,7,5,3,3,7,6,7
Profit before tax,0,1,4,4,-6,-3,-4,2,5,3,7,25,15
Tax %,650%,-35%,37%,28%,-5%,-9%,-7%,-28%,133%,-27%,25%,26%,
Net Profit+,-0,1,2,3,-6,-3,-4,3,-2,4,6,19,11
EPS in Rs,-3.67,40.00,83.00,2.88,-5.88,-2.56,-3.38,2.49,-1.54,3.75,4.91,16.91,9.65
Dividend Payout %,0%,0%,0%,7%,0%,0%,0%,0%,0%,5%,8%,0%,
