Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,208,204,210,201,201,231,285,370,421,450,520,590,602
Expenses+,192,188,190,179,182,202,232,302,354,369,415,491,492
Operating Profit,16,16,20,22,19,29,53,68,67,81,105,98,110
OPM %,8%,8%,9%,11%,10%,13%,19%,18%,16%,18%,20%,17%,18%
Other Income+,4,9,4,6,18,14,9,6,9,11,11,14,14
Interest,2,1,1,1,1,1,1,1,2,3,2,3,3
Depreciation,11,11,12,5,4,4,6,6,9,14,16,18,19
Profit before tax,7,12,11,23,32,38,55,67,65,75,98,92,103
Tax %,32%,24%,39%,36%,44%,33%,22%,25%,26%,26%,25%,24%,
Net Profit+,5,9,7,15,18,25,43,50,49,56,74,69,77
EPS in Rs,0.51,0.80,0.60,1.38,1.70,2.53,4.27,5.00,4.59,5.10,6.85,6.30,7.00
Dividend Payout %,59%,38%,0%,37%,0%,0%,14%,12%,18%,20%,77%,19%,
