Metric,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,501,"1,097","1,140","1,195","1,244","1,561","1,806","2,155","2,489","2,716","2,529","2,387","2,477"
Expenses+,432,925,960,"1,005","1,042","1,350","1,541","1,714","2,156","2,407","2,208","2,097","2,163"
Operating Profit,69,172,180,190,202,211,266,440,333,309,321,290,313
OPM %,14%,16%,16%,16%,16%,14%,15%,20%,13%,11%,13%,12%,13%
Other Income+,0,1,0,4,1,6,6,5,11,2,4,16,14
Interest,17,42,48,40,38,44,37,26,24,37,38,39,34
Depreciation,19,31,37,38,40,43,49,50,50,50,51,56,60
Profit before tax,33,100,95,116,125,131,185,369,270,224,236,212,233
Tax %,29%,23%,28%,29%,34%,32%,24%,24%,24%,26%,27%,21%,
Net Profit+,24,77,69,82,82,90,141,280,205,166,172,168,199
EPS in Rs,2.46,7.97,7.09,8.57,8.73,9.52,15.17,30.09,22.14,17.96,18.65,18.29,21.66
Dividend Payout %,25%,41%,24%,3%,3%,3%,3%,8%,5%,6%,5%,5%,
