Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,532,399,389,382,375,607,448,580,878,875,603,744,817
Expenses+,531,400,364,361,356,566,425,517,767,802,625,700,735
Operating Profit,1,-1,25,21,19,40,24,63,112,73,-21,44,81
OPM %,0%,-0%,6%,6%,5%,7%,5%,11%,13%,8%,-4%,6%,10%
Other Income+,9,1,1,4,1,1,5,1,4,1,2,4,3
Interest,10,10,11,9,8,8,3,2,11,9,13,13,13
Depreciation,4,4,4,3,3,3,4,5,11,10,9,8,8
Profit before tax,-3,-14,12,13,8,31,22,57,94,55,-41,26,63
Tax %,-35%,-28%,32%,32%,34%,36%,19%,26%,25%,25%,-25%,46%,
Net Profit+,-2,-10,8,8,5,19,18,42,70,41,-31,14,42
EPS in Rs,-0.60,-2.76,2.28,2.40,1.52,5.48,4.99,11.90,19.79,11.56,-8.78,3.87,11.92
Dividend Payout %,-42%,0%,18%,21%,33%,9%,10%,8%,5%,4%,0%,6%,
