Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,538","1,581","1,375","1,662","2,549","2,438","2,508","1,639","2,589","2,778","2,150","2,528","2,484"
Expenses+,"1,461","1,523","1,302","1,537","2,405","2,299","2,520","1,542","2,437","2,680","2,053","2,419","2,376"
Operating Profit,77,58,73,124,145,139,-12,97,152,97,97,109,108
OPM %,5%,4%,5%,7%,6%,6%,-0%,6%,6%,4%,5%,4%,4%
Other Income+,23,7,4,4,6,8,5,2,2,2,2,2,4
Interest,35,42,28,32,54,45,40,14,16,13,9,19,19
Depreciation,14,12,12,11,11,11,14,13,14,15,16,19,20
Profit before tax,52,11,38,86,86,91,-61,71,124,71,74,73,73
Tax %,22%,2%,34%,33%,34%,36%,-43%,26%,26%,27%,26%,26%,
Net Profit+,41,11,25,58,57,58,-34,53,92,52,54,54,55
EPS in Rs,13.53,3.51,8.09,18.31,17.82,18.60,-10.72,16.00,29.53,16.45,17.11,18.30,18.50
Dividend Payout %,11%,14%,23%,24%,11%,11%,-0%,6%,10%,30%,44%,14%,
