Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,510,687,653,544,593,457,544,625,661,460,559,559,610
Expenses+,582,643,541,505,509,591,490,548,674,558,574,584,623
Operating Profit,-72,44,112,39,84,-134,54,77,-13,-98,-15,-25,-13
OPM %,-14%,6%,17%,7%,14%,-29%,10%,12%,-2%,-21%,-3%,-4%,-2%
Other Income+,183,28,70,62,8,338,-14,9,"1,687",154,57,55,67
Interest,150,105,127,101,101,105,174,185,181,4,4,4,4
Depreciation,71,67,73,68,57,54,43,46,44,39,37,35,34
Profit before tax,-111,-99,-19,-67,-66,45,-178,-146,"1,449",13,1,-8,16
Tax %,2%,3%,10%,-16%,15%,17%,9%,1%,26%,363%,201%,10%,
Net Profit+,-113,-108,-21,-56,-76,38,-194,-148,"1,078",-34,-2,-9,11
EPS in Rs,-18.29,-17.38,-2.98,-8.89,-12.07,6.15,-31.69,-24.09,175.91,-5.42,-0.19,-1.37,1.87
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
