Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,100","1,573","1,641","1,917","2,185","2,241","2,197","1,647","2,159","2,384","1,919","2,756","2,613"
Expenses+,"1,052","1,435","1,518","1,749","1,986","2,078","2,023","1,529","2,062","2,403","1,919","2,622","2,502"
Operating Profit,48,138,123,168,199,164,174,118,97,-18,-0,135,112
OPM %,4%,9%,7%,9%,9%,7%,8%,7%,4%,-1%,-0%,5%,4%
Other Income+,6,7,2,7,7,15,6,15,7,-4,-18,23,17
Interest,12,8,10,4,2,3,5,14,9,8,17,6,6
Depreciation,30,36,46,52,53,44,56,75,72,75,64,70,69
Profit before tax,11,101,69,118,151,132,118,43,23,-105,-99,82,54
Tax %,29%,23%,27%,31%,34%,35%,29%,24%,29%,-22%,-24%,28%,
Net Profit+,8,78,50,81,100,86,84,33,16,-82,-76,59,38
EPS in Rs,2.96,28.60,18.38,29.91,36.83,31.61,30.72,12.17,5.93,-30.21,-27.84,21.64,13.95
Dividend Payout %,51%,5%,8%,5%,4%,5%,0%,0%,0%,0%,0%,69%,
