Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,58.41,82.79,64.66,41.81,58.06,154.82,44.46,7.43,13.63,11.91,18.69,16.06,13.80
Expenses+,48.67,70.81,54.70,38.09,53.57,145.28,42.97,5.64,12.14,11.00,17.18,14.67,14.01
Operating Profit,9.74,11.98,9.96,3.72,4.49,9.54,1.49,1.79,1.49,0.91,1.51,1.39,-0.21
OPM %,16.68%,14.47%,15.40%,8.90%,7.73%,6.16%,3.35%,24.09%,10.93%,7.64%,8.08%,8.66%,-1.52%
Other Income+,0.63,0.16,-2.00,-0.48,-1.31,0.80,1.39,1.01,1.23,0.88,1.21,0.60,0.60
Interest,3.74,3.52,2.59,2.23,1.93,1.60,1.80,1.99,1.63,0.12,0.26,0.30,0.30
Depreciation,1.57,2.08,1.91,0.84,0.79,0.88,0.13,0.15,0.13,0.26,1.02,0.99,0.99
Profit before tax,5.06,6.54,3.46,0.17,0.46,7.86,0.95,0.66,0.96,1.41,1.44,0.70,-0.90
Tax %,30.43%,35.32%,34.10%,-123.53%,-17.39%,29.26%,58.95%,24.24%,5.21%,9.22%,29.17%,55.71%,
Net Profit+,3.51,4.24,2.27,0.38,0.54,5.56,0.39,0.51,0.92,1.29,1.02,0.31,-1.29
EPS in Rs,0.11,0.10,0.05,0.01,0.01,0.11,0.01,0.01,0.02,0.01,0.01,0.00,-0.01
Dividend Payout %,0.00%,41.16%,38.44%,45.92%,36.81%,3.58%,0.00%,0.00%,2.16%,17.40%,22.00%,72.39%,
