Metric,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,95,60,47,64,114,115,112,80,120,181,198,311,326
Expenses+,42,47,40,48,78,96,98,81,92,122,117,168,175
Operating Profit,53,13,7,16,36,19,13,-2,28,59,81,143,151
OPM %,56%,21%,16%,25%,32%,17%,12%,-2%,23%,32%,41%,46%,46%
Other Income+,-1,2,6,3,4,3,4,-30,-42,6,5,4,4
Interest,0,2,2,2,2,3,3,4,3,3,5,10,11
Depreciation,7,8,7,13,14,19,21,19,19,37,44,55,59
Profit before tax,45,5,5,5,24,0,-7,-54,-36,25,37,83,86
Tax %,-1%,11%,6%,-41%,28%,"1,108%",-23%,-5%,11%,40%,42%,32%,
Net Profit+,46,4,2,6,17,-4,-5,-52,-40,15,22,56,58
EPS in Rs,15.42,1.43,0.73,2.11,5.50,1.73,0.61,-13.75,4.28,5.05,5.58,14.12,14.50
Dividend Payout %,8%,9%,17%,6%,2%,7%,0%,0%,0%,0%,0%,0%,
