Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,111,143,529,382,321,338,304,242,222,410,944,529,809
Expenses+,91,105,389,291,267,303,317,241,231,379,847,511,733
Operating Profit,20,37,140,91,54,34,-13,1,-9,30,97,18,76
OPM %,18%,26%,27%,24%,17%,10%,-4%,0%,-4%,7%,10%,3%,9%
Other Income+,11,22,14,15,14,13,-4,17,8,16,23,24,34
Interest,2,2,3,7,12,15,14,9,5,3,2,2,1
Depreciation,3,8,8,8,7,8,9,9,8,8,9,13,14
Profit before tax,26,49,143,91,49,24,-39,0,-15,34,108,26,95
Tax %,15%,5%,26%,27%,22%,42%,-23%,-473%,-52%,19%,23%,30%,
Net Profit+,22,47,106,67,38,14,-30,2,-7,28,83,18,71
EPS in Rs,2.35,4.54,10.34,6.55,3.74,1.35,-2.95,0.17,-0.69,2.72,8.30,1.81,7.11
Dividend Payout %,21%,11%,5%,4%,7%,19%,-10%,238%,-131%,18%,18%,83%,
