Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,340,360,322,357,324,348,365,372,333,279,310,286,284
Expenses+,272,275,231,268,290,297,279,273,298,309,325,300,289
Operating Profit,68,85,91,89,34,51,86,99,36,-30,-16,-15,-5
OPM %,20%,24%,28%,25%,11%,15%,24%,27%,11%,-11%,-5%,-5%,-2%
Other Income+,-0,-4,-87,-97,13,3,-303,8,10,8,-141,11,25
Interest,67,61,62,20,8,2,6,4,3,3,3,2,3
Depreciation,2,4,4,5,5,5,15,14,10,14,16,14,14
Profit before tax,-2,16,-62,-34,34,47,-238,89,34,-39,-175,-20,3
Tax %,416%,36%,21%,29%,40%,46%,13%,42%,38%,31%,10%,59%,
Net Profit+,-12,10,-74,-43,21,25,-269,52,21,-51,-192,-31,-7
EPS in Rs,-0.70,0.56,-1.48,-0.85,0.37,0.45,-4.79,0.92,0.37,-0.91,-3.40,-0.56,-0.13
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,82%,0%,0%,0%,0%,
