Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"19,151","16,185","26,952","25,229","18,728","19,731","19,990","17,735","19,689","22,398","22,805","24,441","22,307"
Expenses+,"16,340","14,389","22,435","20,455","15,545","24,242","18,607","17,471","17,832","20,972","20,653","20,678","20,853"
Operating Profit,"2,811","1,796","4,518","4,774","3,183","-4,511","1,383",264,"1,857","1,427","2,151","3,764","1,454"
OPM %,15%,11%,17%,19%,17%,-23%,7%,1%,9%,6%,9%,15%,7%
Other Income+,"1,260","2,768","2,563","3,438","4,281","7,206","3,221","6,754",830,-50,"1,057","7,926","10,568"
Interest,"1,696","2,347","5,026","5,581","5,204","2,581","2,400","2,727","2,060","2,393","2,310","1,784","1,723"
Depreciation,534,833,"1,544","1,688","1,254","1,292","1,389","1,352","1,283","1,448","1,503","1,421","1,448"
Profit before tax,"1,841","1,384",511,943,"1,006","-1,178",815,"2,939",-656,"-2,466",-605,"8,484","8,849"
Tax %,15%,5%,44%,-15%,-15%,-20%,-6%,-6%,3%,0%,7%,-0%,
Net Profit+,"1,920","1,725",693,"1,394","1,214","-2,323",908,"3,116",-868,"-2,564","-1,148","9,177","9,576"
EPS in Rs,72.77,68.45,28.88,54.19,47.74,-92.28,29.32,42.79,-37.98,-91.57,-40.61,124.64,132.01
Dividend Payout %,10%,12%,29%,17%,20%,0%,0%,0%,0%,0%,0%,0%,
