Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,833,"1,095","1,256","1,292","1,738","2,135","1,129","1,079","1,718","2,325","2,427","2,270","2,304"
Expenses+,785,"1,001","1,092","1,091","1,499","1,856","1,013",945,"1,491","2,063","2,097","1,965","1,999"
Operating Profit,49,95,164,201,239,279,116,134,227,262,329,305,306
OPM %,6%,9%,13%,16%,14%,13%,10%,12%,13%,11%,14%,13%,13%
Other Income+,18,2,7,6,9,11,15,10,5,12,3,3,8
Interest,24,18,20,14,20,28,18,7,4,3,5,5,6
Depreciation,26,31,45,48,41,46,41,36,37,41,44,47,52
Profit before tax,17,47,105,145,186,216,72,101,191,229,283,256,256
Tax %,17%,38%,32%,28%,33%,36%,33%,28%,26%,27%,27%,30%,
Net Profit+,14,29,72,105,125,137,48,73,141,168,205,180,180
EPS in Rs,0.35,0.74,1.80,2.63,3.14,3.45,1.20,1.83,3.53,4.22,5.15,4.52,4.51
Dividend Payout %,29%,30%,31%,27%,27%,28%,33%,41%,42%,45%,47%,46%,
