Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"6,128","6,741","5,848","6,030","6,248","6,878","6,735","6,140","9,622","10,137","9,505","9,785","9,840"
Expenses+,"4,668","5,623","4,672","4,831","5,345","5,684","5,798","5,326","7,348","8,814","8,531","8,522","8,580"
Operating Profit,"1,460","1,118","1,176","1,199",903,"1,194",937,814,"2,274","1,324",973,"1,263","1,260"
OPM %,24%,17%,20%,20%,14%,17%,14%,13%,24%,13%,10%,13%,13%
Other Income+,74,161,158,591,215,239,187,222,264,232,369,384,343
Interest,151,125,89,129,118,120,135,113,100,102,102,77,85
Depreciation,335,532,374,343,240,254,333,364,368,394,405,401,428
Profit before tax,"1,048",622,872,"1,318",760,"1,059",655,559,"2,071","1,060",835,"1,168","1,091"
Tax %,27%,28%,28%,25%,22%,30%,10%,24%,25%,24%,24%,24%,
Net Profit+,766,446,624,994,592,741,591,427,"1,551",805,637,887,845
EPS in Rs,22.57,12.57,19.31,34.17,20.24,25.43,20.08,14.40,53.54,27.50,21.84,30.54,29.12
Dividend Payout %,10%,16%,15%,8%,15%,14%,0%,24%,62%,13%,18%,16%,
