Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,734,828,816,852,910,"1,133","1,203","1,149","1,201","1,459","1,550","1,723","1,880"
Expenses+,642,742,737,769,827,998,"1,078","1,005","1,007","1,215","1,304","1,492","1,587"
Operating Profit,92,86,79,84,83,135,125,144,194,244,246,232,294
OPM %,12%,10%,10%,10%,9%,12%,10%,12%,16%,17%,16%,13%,16%
Other Income+,7,6,14,15,27,12,5,10,35,39,45,78,82
Interest,5,7,7,6,5,6,6,5,4,4,4,12,18
Depreciation,16,21,27,24,20,26,37,39,33,35,36,48,69
Profit before tax,78,64,58,69,84,115,88,109,192,243,251,249,288
Tax %,25%,24%,24%,8%,15%,26%,30%,23%,19%,24%,21%,18%,
Net Profit+,58,49,45,64,72,84,62,84,155,185,197,206,233
EPS in Rs,8.26,7.33,7.60,11.06,10.87,12.64,10.81,13.53,26.71,32.05,33.59,34.65,39.34
Dividend Payout %,15%,14%,10%,7%,7%,10%,0%,0%,14%,16%,15%,14%,
