Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,TTM
Sales+,997,"1,190","1,150","1,166","1,686","2,244","2,018","2,110","2,685","3,018","3,252","2,899","3,478"
Expenses+,847,"1,083","1,037",939,"1,308","2,010","1,781","1,774","2,203","2,572","2,815","2,487","3,085"
Operating Profit,150,108,113,227,378,234,237,337,482,446,437,412,393
OPM %,15%,9%,10%,19%,22%,10%,12%,16%,18%,15%,13%,14%,11%
Other Income+,7,20,16,22,24,25,75,56,44,64,77,128,92
Interest,66,76,78,87,102,69,69,88,62,35,38,50,63
Depreciation,73,49,51,113,56,54,52,57,96,95,121,127,127
Profit before tax,19,3,0,47,244,136,192,247,368,380,355,363,295
Tax %,3%,-17%,-414%,-23%,24%,10%,9%,22%,27%,22%,30%,25%,
Net Profit+,18,3,1,58,186,122,175,193,270,296,250,272,272
EPS in Rs,2.27,0.38,0.18,7.22,23.02,15.12,21.65,23.88,33.42,36.56,30.91,33.68,33.60
Dividend Payout %,11%,0%,0%,8%,9%,13%,7%,8%,9%,11%,13%,15%,
