Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,78,165,316,277,370,382,344,347,483,431,700,738,822
Expenses+,56,119,233,170,231,254,240,251,366,307,499,507,580
Operating Profit,23,45,83,107,138,127,105,95,116,124,201,231,242
OPM %,29%,27%,26%,39%,37%,33%,30%,28%,24%,29%,29%,31%,29%
Other Income+,10,7,9,14,17,19,6,5,6,10,8,15,12
Interest,4,17,31,36,46,50,66,58,59,36,69,76,73
Depreciation,6,2,2,2,3,2,2,2,2,2,2,3,4
Profit before tax,23,33,59,83,106,94,43,41,62,96,139,167,178
Tax %,25%,20%,22%,21%,21%,19%,23%,23%,25%,26%,25%,24%,
Net Profit+,17,26,46,66,84,76,33,31,46,72,104,126,128
EPS in Rs,4.56,7.23,11.95,18.36,23.18,21.19,9.21,8.50,12.79,20.14,28.97,32.00,32.48
Dividend Payout %,33%,23%,21%,16%,14%,16%,15%,16%,18%,15%,14%,14%,
