Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,243,259,275,318,307,345,354,370,469,509,463,533,528
Expenses+,240,256,262,292,286,318,324,330,405,434,397,482,502
Operating Profit,3,3,14,26,21,27,30,40,64,74,66,51,25
OPM %,1%,1%,5%,8%,7%,8%,8%,11%,14%,15%,14%,10%,5%
Other Income+,6,5,2,4,27,8,1,2,2,4,10,18,16
Interest,12,13,22,25,21,20,19,17,13,8,5,6,7
Depreciation,11,14,18,17,16,13,12,12,12,12,11,11,12
Profit before tax,-15,-19,-25,-12,11,2,0,13,41,59,60,52,22
Tax %,-31%,-26%,41%,1%,0%,2%,2%,38%,-11%,23%,27%,27%,
Net Profit+,-10,-14,-35,-12,10,2,0,8,45,45,44,38,14
EPS in Rs,-5.94,-7.93,-20.07,-7.03,5.93,1.31,0.23,4.72,25.38,24.91,19.91,17.04,5.97
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,5%,8%,10%,12%,
