Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,846","1,741","1,541","1,480","1,824","2,476","3,237","3,144","2,913","3,330","3,281","3,088","3,334"
Expenses+,"1,355","1,507","1,331","1,163","1,395","2,099","2,781","2,792","2,567","3,020","2,982","2,573","2,801"
Operating Profit,491,234,210,316,429,377,455,352,346,310,299,514,533
OPM %,27%,13%,14%,21%,24%,15%,14%,11%,12%,9%,9%,17%,16%
Other Income+,229,265,247,222,176,222,255,34,130,164,219,160,158
Interest,1,2,2,5,2,3,4,6,3,3,5,5,2
Depreciation,15,20,25,23,24,22,24,24,24,26,35,40,40
Profit before tax,704,477,430,511,579,574,683,356,449,446,478,630,648
Tax %,31%,34%,35%,35%,34%,35%,36%,27%,24%,23%,25%,25%,
Net Profit+,483,313,278,330,383,368,424,249,140,346,445,580,554
EPS in Rs,7.16,4.64,4.13,4.90,6.07,5.83,6.71,4.43,2.48,6.16,7.92,10.32,9.84
Dividend Payout %,45%,54%,48%,61%,66%,69%,77%,45%,121%,49%,38%,39%,
