Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,219,273,273,263,289,339,309,182,209,291,312,358,477
Expenses+,194,238,243,239,278,312,314,193,189,266,287,336,435
Operating Profit,25,35,30,24,10,27,-5,-10,20,25,25,22,42
OPM %,11%,13%,11%,9%,4%,8%,-2%,-6%,10%,9%,8%,6%,9%
Other Income+,10,11,13,13,15,16,-27,10,9,6,13,-3,1
Interest,9,10,8,8,7,6,8,6,4,2,2,8,33
Depreciation,5,8,8,7,8,9,14,8,8,11,14,20,30
Profit before tax,20,29,27,22,10,27,-54,-15,17,19,22,-9,-20
Tax %,21%,27%,21%,28%,45%,25%,-2%,-14%,20%,-20%,28%,20%,
Net Profit+,16,21,21,16,6,20,-53,-13,14,23,16,-11,-17
EPS in Rs,4.08,4.56,4.49,2.84,1.01,3.52,-9.39,-2.20,2.46,4.09,-0.40,-1.73,-3.27
Dividend Payout %,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,
