Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,37.69,45.39,52.00,63.09,71.05,81.28,78.35,0.22,10.23,28.83,25.43,38.29,36.05
Expenses+,38.19,46.51,53.54,63.78,83.66,81.61,76.90,5.07,14.66,29.72,27.72,39.23,38.25
Operating Profit,-0.50,-1.12,-1.54,-0.69,-12.61,-0.33,1.45,-4.85,-4.43,-0.89,-2.29,-0.94,-2.20
OPM %,-1.33%,-2.47%,-2.96%,-1.09%,-17.75%,-0.41%,1.85%,"-2,204.55%",-43.30%,-3.09%,-9.01%,-2.45%,-6.10%
Other Income+,0.09,-1.02,0.14,0.02,12.92,4.94,-0.10,-2.00,-8.36,-1.03,0.78,1.55,2.81
Interest,4.80,3.29,3.65,2.31,1.47,0.16,0.09,0.01,0.06,0.07,0.04,0.13,0.13
Depreciation,0.49,0.59,0.42,0.29,0.42,0.52,0.58,0.50,0.39,0.29,0.40,0.34,0.35
Profit before tax,-5.70,-6.02,-5.47,-3.27,-1.58,3.93,0.68,-7.36,-13.24,-2.28,-1.95,0.14,0.13
Tax %,1.75%,-1.99%,0.00%,-1.22%,-0.63%,5.09%,25.00%,-0.41%,-0.08%,0.00%,0.00%,0.00%,
Net Profit+,-5.80,-5.90,-5.47,-3.24,-1.56,3.73,0.51,-7.34,-13.23,-2.28,-1.94,0.13,0.12
EPS in Rs,-2.42,-2.46,-2.28,-1.35,-0.65,1.55,0.21,-3.06,-5.51,-0.95,-0.81,0.05,0.05
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
