Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"30,414","34,661","37,216","42,376","56,303","63,523","60,729","57,370","63,774","78,788","98,692","113,663","115,007"
Expenses+,"28,017","31,817","33,668","38,204","51,174","58,174","56,075","53,000","59,060","72,537","89,370","103,111","104,772"
Operating Profit,"2,397","2,844","3,548","4,171","5,128","5,348","4,654","4,370","4,714","6,251","9,322","10,552","10,235"
OPM %,8%,8%,10%,10%,9%,8%,8%,8%,7%,8%,9%,9%,9%
Other Income+,311,212,177,346,125,333,642,568,575,70,140,"1,085",975
Interest,294,318,345,375,411,423,593,512,543,781,"1,811","1,882","1,863"
Depreciation,817,921,"1,087","1,059","1,575","2,058","2,721","2,926","2,958","3,136","3,810","4,493","4,659"
Profit before tax,"1,596","1,817","2,293","3,083","3,267","3,200","1,983","1,500","1,788","2,405","3,840","5,261","4,688"
Tax %,31%,29%,23%,30%,31%,34%,35%,-5%,34%,31%,21%,21%,
Net Profit+,"1,097","1,292","1,774","2,172","2,260","2,098","1,294","1,569","1,182","1,670","3,020","4,146","3,655"
EPS in Rs,1.14,1.29,1.93,2.19,2.25,2.27,1.65,1.46,0.86,1.47,2.67,3.60,3.14
Dividend Payout %,29%,31%,26%,18%,30%,29%,40%,46%,34%,29%,20%,16%,
