Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"10,994","13,354","15,215","20,234","19,798","27,660","28,343","33,066","35,821","41,007","43,285","43,354","44,872"
Expenses+,"14,403","17,107","18,195","20,692","24,590","27,944","29,406","30,931","35,644","39,728","42,017","42,552","44,019"
Operating Profit,"-3,409","-3,753","-2,980",-458,"-4,793",-284,"-1,063","2,136",177,"1,279","1,268",802,853
OPM %,-31%,-28%,-20%,-2%,-24%,-1%,-4%,6%,0%,3%,3%,2%,2%
Other Income+,"4,392","5,487","4,063","1,704","7,601","1,050","2,816",27,87,60,203,272,288
Interest,2,3,4,6,12,0,0,0,0,0,0,0,0
Depreciation,38,28,34,47,74,90,93,103,87,82,59,51,0
Profit before tax,943,"1,703","1,045","1,194","2,722",677,"1,659","2,060",178,"1,256","1,412","1,022","1,142"
Tax %,15%,19%,11%,14%,20%,11%,13%,21%,-0%,16%,23%,5%,
Net Profit+,830,"1,412",959,"1,050","2,190",610,"1,447","1,645",198,"1,050","1,120","1,038","1,197"
EPS in Rs,20.75,35.40,24.03,26.15,13.29,3.67,8.75,9.95,1.18,6.36,6.77,6.29,7.27
Dividend Payout %,27%,21%,26%,30%,33%,41%,0%,0%,25%,5%,30%,29%,
