Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,52,58,86,63,96,118,85,45,93,173,185,179,185
Expenses+,37,41,62,58,59,58,37,26,54,118,130,134,128
Operating Profit,15,17,24,5,38,61,48,19,39,55,55,45,56
OPM %,29%,30%,28%,8%,39%,51%,57%,43%,42%,32%,30%,25%,31%
Other Income+,6,3,8,11,12,16,20,14,22,58,18,13,15
Interest,17,16,11,10,27,34,42,45,40,41,42,38,38
Depreciation,21,16,13,12,27,34,33,30,27,24,24,23,23
Profit before tax,-16,-12,8,-6,-5,8,-6,-42,-6,48,7,-2,10
Tax %,12%,3%,47%,-121%,50%,19%,-31%,-1%,-75%,20%,58%,"2,316%",
Net Profit+,-18,-12,4,2,-7,7,-4,-42,-1,38,3,-54,-45
EPS in Rs,-0.60,-0.43,0.48,-0.35,-0.29,0.16,-0.10,-1.82,-0.23,1.66,0.30,-2.49,-2.14
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
