Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,159.36,172.41,196.67,197.32,175.91,175.51,142.38,80.62,97.22,95.49,63.76,42.19,43.04
Expenses+,132.26,148.20,166.04,178.11,166.76,168.43,135.83,82.53,93.52,97.88,64.00,53.62,55.70
Operating Profit,27.10,24.21,30.63,19.21,9.15,7.08,6.55,-1.91,3.70,-2.39,-0.24,-11.43,-12.66
OPM %,17.01%,14.04%,15.57%,9.74%,5.20%,4.03%,4.60%,-2.37%,3.81%,-2.50%,-0.38%,-27.09%,-29.41%
Other Income+,6.51,6.33,5.93,2.92,-9.69,-2.10,-0.67,4.63,5.07,4.81,8.21,9.96,10.54
Interest,1.60,1.11,1.39,0.92,1.00,0.07,0.09,0.10,0.32,0.50,0.54,0.55,0.54
Depreciation,3.15,2.49,2.80,3.40,3.43,1.69,1.76,1.67,1.66,1.95,2.02,2.05,1.99
Profit before tax,28.86,26.94,32.37,17.81,-4.97,3.22,4.03,0.95,6.79,-0.03,5.41,-4.07,-4.65
Tax %,26.68%,26.84%,28.42%,27.85%,-52.11%,74.84%,21.84%,29.47%,15.76%,133.33%,20.70%,-143.73%,
Net Profit+,21.16,19.72,23.18,12.85,-2.38,0.82,3.14,0.67,5.71,-0.07,4.28,1.79,2.69
EPS in Rs,12.60,11.74,13.80,7.65,-1.61,0.55,2.12,0.45,3.86,-0.05,2.89,1.21,1.82
Dividend Payout %,19.85%,106.49%,10.87%,13.07%,0.00%,0.00%,23.57%,110.45%,12.96%,0.00%,0.00%,0.00%,
