Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0,926,"1,030","1,076","1,145","1,281","1,321","1,200","1,703","2,026","2,306","2,569","2,638"
Expenses+,0,833,900,937,996,"1,122","1,142","1,026","1,516","1,793","2,010","2,295","2,385"
Operating Profit,-0,93,130,139,149,159,179,174,188,233,296,275,253
OPM %,,10%,13%,13%,13%,12%,14%,14%,11%,12%,13%,11%,10%
Other Income+,0,2,3,2,2,1,4,-5,4,18,20,11,12
Interest,0,33,35,29,18,17,22,17,14,23,44,65,78
Depreciation,0,33,35,37,36,37,52,56,58,63,87,114,123
Profit before tax,-0,28,62,76,97,106,108,96,119,164,185,106,65
Tax %,0%,32%,40%,34%,33%,27%,20%,23%,24%,22%,25%,36%,
Net Profit+,-0,19,38,50,65,77,87,74,91,129,138,68,33
EPS in Rs,-0.10,0.80,1.56,2.06,2.68,3.19,3.59,3.05,3.76,5.07,5.42,2.73,1.34
Dividend Payout %,0%,6%,6%,7%,9%,9%,11%,16%,16%,15%,15%,15%,
