Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,624,623,588,490,539,524,521,506,657,"1,019",764,"1,077","1,103"
Expenses+,610,717,551,496,531,516,466,519,634,902,687,989,"1,018"
Operating Profit,14,-94,37,-6,8,8,55,-13,23,118,76,88,84
OPM %,2%,-15%,6%,-1%,1%,2%,11%,-3%,3%,12%,10%,8%,8%
Other Income+,19,11,27,58,38,36,20,12,53,11,18,90,109
Interest,44,31,40,34,26,27,20,27,25,13,14,20,20
Depreciation,19,22,15,16,14,13,15,12,11,12,6,6,6
Profit before tax,-30,-136,8,3,5,4,40,-40,40,103,74,153,168
Tax %,45%,6%,-16%,55%,7%,-24%,0%,1%,11%,4%,9%,15%,
Net Profit+,-43,-145,9,1,5,5,40,-40,36,99,68,130,143
EPS in Rs,-2.80,-9.17,0.53,0.12,0.33,0.38,2.22,-2.24,1.62,4.49,3.02,5.74,6.33
Dividend Payout %,-1%,0%,0%,0%,0%,0%,0%,0%,0%,6%,8%,0%,
