Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,305,356,280,296,183,69,196,154,213,17,26,575,707
Expenses+,291,351,271,267,167,93,193,120,187,30,27,322,386
Operating Profit,14,5,9,29,17,-25,3,34,26,-13,-1,253,322
OPM %,5%,1%,3%,10%,9%,-36%,1%,22%,12%,-74%,-5%,44%,45%
Other Income+,-39,-39,-1,70,11,17,4,60,6,1,-110,2,7
Interest,31,2,1,5,9,6,6,9,3,4,5,20,18
Depreciation,18,16,15,15,14,15,15,15,15,15,36,41,46
Profit before tax,-74,-52,-9,79,5,-29,-15,69,14,-32,-153,194,265
Tax %,0%,1%,14%,0%,0%,0%,-127%,29%,30%,-25%,-21%,20%,
Net Profit+,-74,-52,-10,79,5,-29,4,49,10,-24,-121,155,203
EPS in Rs,-33.84,-23.83,-4.49,35.83,1.79,-9.97,1.34,15.86,2.64,-6.11,-28.66,35.64,46.83
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
