Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,448","2,532","3,978","3,376","3,921","1,940","1,705","1,575","2,692","5,642","4,765",703,-168
Expenses+,"3,192","2,474","3,705","3,155","3,593","2,070","1,815","1,676","2,882","6,238","5,556",814,-122
Operating Profit,256,58,273,221,328,-130,-110,-101,-190,-595,-791,-111,-46
OPM %,7%,2%,7%,7%,8%,-7%,-6%,-6%,-7%,-11%,-17%,-16%,28%
Other Income+,-174,-115,26,35,43,5,29,-122,-78,63,22,"2,615",7
Interest,282,236,329,325,308,308,329,348,370,526,479,61,5
Depreciation,126,94,93,89,89,89,82,82,82,79,50,8,0
Profit before tax,-326,-387,-123,-158,-27,-522,-492,-653,-720,"-1,137","-1,298","2,435",-44
Tax %,-28%,1%,-27%,-23%,-19%,-7%,-7%,-6%,-4%,-21%,-1%,0%,
Net Profit+,-236,-392,-89,-122,-22,-486,-459,-615,-689,-900,"-1,284","2,425",-35
EPS in Rs,-3.94,-6.55,-1.49,-2.04,-0.36,-8.13,-7.67,-10.29,-11.52,-15.05,-21.47,40.55,-0.57
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
