Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,205,218,223,231,327,370,410,657,680,646,473,543,574
Expenses+,186,189,193,200,288,327,362,521,561,534,397,460,489
Operating Profit,19,29,30,31,39,43,48,136,119,112,76,83,85
OPM %,9%,13%,14%,13%,12%,12%,12%,21%,17%,17%,16%,15%,15%
Other Income+,0,0,0,2,2,1,7,7,1,-19,-105,16,13
Interest,7,8,8,8,8,8,7,8,13,18,30,28,22
Depreciation,9,9,9,11,11,11,12,16,18,17,28,28,27
Profit before tax,3,12,14,14,23,24,36,119,90,58,-86,43,49
Tax %,40%,37%,39%,43%,33%,33%,30%,30%,20%,25%,-3%,7%,
Net Profit+,2,8,8,8,15,16,25,83,71,43,-84,40,46
EPS in Rs,2.19,8.34,3.04,2.83,5.50,5.91,9.14,30.11,25.87,15.59,-30.36,12.51,14.52
Dividend Payout %,0%,0%,0%,0%,5%,0%,0%,5%,6%,6%,-3%,8%,
