Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,386","5,311","6,108","5,265","6,266","8,491","7,798","7,634","9,085","11,369","9,155","9,534","9,556"
Expenses+,"4,819","4,719","5,451","4,775","5,701","7,742","7,477","7,063","7,764","9,781","8,641","8,898","8,841"
Operating Profit,567,592,657,489,565,749,321,571,"1,321","1,588",514,636,715
OPM %,11%,11%,11%,9%,9%,9%,4%,7%,15%,14%,6%,7%,7%
Other Income+,120,101,65,61,99,107,105,184,183,152,385,323,322
Interest,45,18,31,65,51,61,115,43,10,15,11,10,16
Depreciation,145,101,97,104,119,126,171,177,179,182,183,192,192
Profit before tax,496,575,594,382,493,669,141,535,"1,315","1,543",704,756,828
Tax %,31%,30%,31%,-11%,4%,26%,22%,16%,32%,18%,20%,22%,
Net Profit+,349,409,416,424,474,493,110,450,899,"1,266",564,591,642
EPS in Rs,8.77,10.28,10.44,10.65,11.89,12.38,2.75,11.30,22.55,31.77,14.16,14.83,16.12
Dividend Payout %,23%,21%,21%,21%,18%,18%,44%,19%,11%,31%,28%,34%,
