Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,395","1,437","1,182","1,341","2,022","2,422","1,806","1,679","2,791","4,172","4,185","4,613","4,465"
Expenses+,"1,307","1,313","1,036","1,107","1,569","1,863","1,525","1,549","2,635","3,773","3,540","3,758","3,533"
Operating Profit,88,124,146,233,452,560,280,131,156,399,645,854,932
OPM %,6%,9%,12%,17%,22%,23%,16%,8%,6%,10%,15%,19%,21%
Other Income+,13,13,9,6,12,8,8,14,-17,-2,43,52,88
Interest,118,103,111,82,70,71,55,33,36,66,64,45,51
Depreciation,58,59,67,33,33,34,39,47,50,51,50,55,61
Profit before tax,-75,-24,-23,125,361,462,194,65,53,280,574,806,908
Tax %,-22%,-49%,-19%,34%,31%,30%,-6%,27%,27%,23%,28%,31%,
Net Profit+,-58,-13,-19,82,248,324,205,47,39,216,411,555,652
EPS in Rs,-1.48,-0.32,-0.44,1.98,5.91,7.75,4.91,1.13,0.98,4.99,8.34,11.25,13.28
Dividend Payout %,-7%,0%,-11%,5%,2%,2%,3%,13%,20%,5%,6%,5%,
