Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,311,320,326,308,311,435,365,406,688,533,603,781,901
Expenses+,287,298,295,280,285,379,320,328,558,429,488,621,722
Operating Profit,25,22,32,28,26,56,45,78,130,104,115,160,178
OPM %,8%,7%,10%,9%,8%,13%,12%,19%,19%,20%,19%,21%,20%
Other Income+,6,13,15,8,11,18,22,23,25,21,14,19,27
Interest,4,3,2,3,2,3,2,1,1,0,0,1,0
Depreciation,2,3,3,3,3,3,2,4,5,7,6,6,7
Profit before tax,24,28,42,31,33,68,62,97,149,117,122,173,198
Tax %,27%,23%,21%,34%,38%,32%,27%,31%,29%,27%,26%,32%,
Net Profit+,18,22,33,21,20,46,45,67,106,85,91,117,138
EPS in Rs,1.37,1.70,2.61,1.68,1.62,4.32,4.23,5.50,9.65,7.75,8.50,10.96,12.75
Dividend Payout %,18%,18%,19%,24%,19%,14%,31%,29%,12%,26%,14%,27%,
