Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,283,322,341,333,309,328,321,301,343,403,446,498,518
Expenses+,197,252,240,231,194,215,225,220,222,260,297,320,329
Operating Profit,86,70,101,102,115,113,96,81,121,143,149,178,190
OPM %,30%,22%,30%,31%,37%,34%,30%,27%,35%,35%,33%,36%,37%
Other Income+,19,42,27,39,49,45,48,43,41,50,75,77,85
Interest,1,2,1,0,0,0,2,2,2,1,10,5,5
Depreciation,6,10,10,9,8,6,10,10,8,10,13,16,17
Profit before tax,98,100,118,132,157,152,131,112,152,181,200,234,253
Tax %,30%,35%,35%,33%,35%,30%,26%,26%,25%,25%,24%,27%,
Net Profit+,69,66,76,89,101,106,97,83,114,137,152,171,189
EPS in Rs,68.93,65.45,76.24,89.29,101.68,109.21,99.66,84.61,116.35,140.13,156.55,176.15,194.81
Dividend Payout %,33%,37%,33%,30%,29%,27%,27%,32%,24%,93%,64%,34%,
