Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,821,649,582,501,363,371,313,254,302,17,2,0,0
Expenses+,789,638,605,547,392,369,369,273,317,24,3,1,1
Operating Profit,31,10,-23,-46,-29,2,-56,-19,-14,-7,-1,-1,-1
OPM %,4%,2%,-4%,-9%,-8%,1%,-18%,-7%,-5%,-42%,-57%,,
Other Income+,11,7,81,12,-0,27,17,10,-3,2,4,1,1
Interest,115,2,2,53,55,59,58,58,61,55,59,63,65
Depreciation,45,45,36,34,35,34,15,8,5,0,0,0,0
Profit before tax,-117,-29,20,-121,-120,-63,-112,-75,-83,-60,-56,-64,-65
Tax %,0%,0%,0%,0%,0%,0%,1%,0%,0%,0%,0%,0%,
Net Profit+,-118,-29,20,-121,-120,-63,-113,-75,-83,-60,-56,-64,-65
EPS in Rs,-30.06,-7.52,5.17,-29.87,-30.59,-16.17,-28.70,-19.16,-21.19,-15.30,-14.38,-16.34,-16.62
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
