Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,404,407,422,480,519,607,495,610,718,790,655,609,602
Expenses+,387,393,394,450,484,572,467,583,687,752,615,570,563
Operating Profit,16,14,29,31,35,34,28,27,30,39,40,39,39
OPM %,4%,3%,7%,6%,7%,6%,6%,4%,4%,5%,6%,6%,6%
Other Income+,3,3,1,12,1,1,1,1,-0,-1,2,2,3
Interest,14,10,5,8,7,7,7,1,1,-1,0,1,1
Depreciation,2,3,3,3,3,3,4,3,3,4,5,5,5
Profit before tax,3,5,22,31,25,25,19,24,26,35,37,35,36
Tax %,60%,-11%,37%,34%,35%,36%,17%,25%,28%,27%,25%,26%,
Net Profit+,1,5,14,20,16,16,16,18,19,25,28,26,27
EPS in Rs,0.20,0.99,2.67,4.02,3.21,3.19,3.05,3.48,3.71,4.94,5.43,5.16,5.21
Dividend Payout %,5%,10%,19%,19%,23%,24%,25%,0%,0%,0%,0%,0%,
