Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,338","2,488","2,863","2,499","2,643","2,712","1,574","1,727","3,171","4,719","4,696","3,012","3,086"
Expenses+,"2,065","2,177","2,525","2,240","2,367","2,438","1,563","1,657","2,924","4,269","4,261","2,870","2,935"
Operating Profit,273,311,338,259,276,274,11,71,247,450,435,142,152
OPM %,12%,12%,12%,10%,10%,10%,1%,4%,8%,10%,9%,5%,5%
Other Income+,102,91,88,84,103,65,92,56,51,147,143,122,142
Interest,2,1,1,0,1,1,1,0,0,0,0,0,0
Depreciation,104,100,88,80,76,55,55,56,60,78,96,113,118
Profit before tax,268,301,337,262,302,283,47,71,238,519,482,151,176
Tax %,30%,27%,33%,29%,29%,34%,41%,37%,24%,26%,22%,32%,
Net Profit+,189,220,227,186,215,185,28,45,181,384,374,103,120
EPS in Rs,167.81,194.97,201.78,170.15,195.92,173.53,25.99,41.75,169.47,359.47,349.77,96.05,111.87
Dividend Payout %,18%,19%,20%,21%,20%,20%,38%,24%,24%,27%,21%,31%,
