Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,36,66,117,150,144,193,311,305,801,662,624,430,454
Expenses+,31,48,80,106,113,153,241,246,657,640,595,450,459
Operating Profit,6,18,37,44,31,41,70,59,144,21,29,-20,-5
OPM %,16%,28%,32%,29%,21%,21%,23%,19%,18%,3%,5%,-5%,-1%
Other Income+,0,0,0,-4,4,4,3,1,3,3,1,2,2
Interest,3,4,7,7,7,28,36,37,30,34,32,33,34
Depreciation,3,3,5,6,6,16,17,17,58,54,48,46,43
Profit before tax,0,12,25,27,22,2,20,6,59,-64,-50,-97,-80
Tax %,83%,0%,30%,37%,43%,53%,13%,32%,29%,-9%,-22%,-16%,
Net Profit+,0,12,18,17,12,1,17,4,42,-58,-39,-81,-66
EPS in Rs,0.01,3.07,4.65,4.44,3.22,0.19,4.52,1.14,10.93,-19.79,-13.30,-27.51,-22.20
Dividend Payout %,-0%,16%,16%,16%,15%,204%,13%,-0%,18%,-0%,-0%,-0%,
