Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,58.36,80.86,81.59,67.57,68.44,30.05,26.49,55.03,55.63,71.84,56.74,41.46,44.09
Expenses+,72.07,87.46,90.18,84.03,77.70,36.70,33.27,66.03,59.31,76.95,58.65,55.16,58.06
Operating Profit,-13.71,-6.60,-8.59,-16.46,-9.26,-6.65,-6.78,-11.00,-3.68,-5.11,-1.91,-13.70,-13.97
OPM %,-23.49%,-8.16%,-10.53%,-24.36%,-13.53%,-22.13%,-25.59%,-19.99%,-6.62%,-7.11%,-3.37%,-33.04%,-31.69%
Other Income+,195.71,23.69,24.78,38.83,45.08,18.81,27.04,98.51,24.95,24.09,22.36,28.68,26.90
Interest,4.86,11.17,10.30,5.96,1.75,1.24,1.27,2.04,2.48,2.38,2.04,3.69,4.38
Depreciation,3.05,3.98,3.30,2.69,2.70,2.57,2.49,3.44,5.02,5.10,4.82,5.14,5.41
Profit before tax,174.09,1.94,2.59,13.72,31.37,8.35,16.50,82.03,13.77,11.50,13.59,6.15,3.14
Tax %,-1.02%,151.55%,-637.84%,-6.34%,23.49%,13.77%,17.64%,45.62%,40.60%,-8.43%,16.70%,76.10%,
Net Profit+,175.86,-1.00,19.10,31.29,31.49,19.15,13.58,44.60,8.18,12.47,11.33,1.47,-0.49
EPS in Rs,106.10,-0.66,13.98,22.91,24.87,15.12,10.73,35.22,6.93,10.57,9.60,1.25,-0.42
Dividend Payout %,2.27%,-379.00%,17.88%,10.91%,12.06%,19.83%,27.97%,5.68%,28.85%,18.93%,20.83%,160.54%,
