Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,384,438,509,556,537,621,548,272,319,511,538,544,575
Expenses+,260,293,350,430,420,482,423,256,274,597,432,465,496
Operating Profit,125,145,158,126,117,139,125,16,45,-85,106,79,79
OPM %,32%,33%,31%,23%,22%,22%,23%,6%,14%,-17%,20%,14%,14%
Other Income+,23,32,35,20,13,16,13,-53,14,24,28,38,33
Interest,0,0,0,14,5,4,19,19,17,17,15,14,14
Depreciation,32,33,36,54,63,67,104,99,87,90,80,83,84
Profit before tax,116,145,157,79,62,84,15,-155,-45,-169,40,19,14
Tax %,28%,27%,31%,30%,43%,36%,29%,-29%,-20%,-3%,17%,37%,
Net Profit+,84,106,109,55,36,54,11,-110,-36,-165,33,12,12
EPS in Rs,17.54,22.23,22.76,11.57,7.48,11.31,2.25,-23.18,-7.61,-34.59,6.81,2.42,2.46
Dividend Payout %,6%,4%,4%,9%,13%,9%,45%,-4%,-13%,-3%,22%,83%,
