Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,48.24,19.61,53.86,57.36,54.45,72.59,74.51,18.25,18.53,8.71,3.65,21.02,22.18
Expenses+,51.84,26.16,55.18,55.63,48.74,67.52,66.04,16.86,19.04,11.03,10.03,25.95,17.37
Operating Profit,-3.60,-6.55,-1.32,1.73,5.71,5.07,8.47,1.39,-0.51,-2.32,-6.38,-4.93,4.81
OPM %,-7.46%,-33.40%,-2.45%,3.02%,10.49%,6.98%,11.37%,7.62%,-2.75%,-26.64%,-174.79%,-23.45%,21.69%
Other Income+,0.50,1.95,9.29,1.18,-2.14,-0.43,0.00,2.10,1.93,0.25,2.69,17.68,8.23
Interest,11.45,4.75,4.77,0.40,0.72,1.60,4.53,4.61,5.33,1.71,1.79,1.00,1.07
Depreciation,1.33,1.79,1.78,1.61,1.53,1.47,1.47,1.47,1.47,1.46,1.46,0.56,0.63
Profit before tax,-15.88,-11.14,1.42,0.90,1.32,1.57,2.47,-2.59,-5.38,-5.24,-6.94,11.19,11.34
Tax %,-15.68%,0.00%,23.24%,20.00%,-482.58%,48.41%,17.00%,51.74%,9.11%,-17.75%,-6.34%,23.50%,
Net Profit+,-13.39,-11.14,1.10,0.72,7.68,0.82,2.05,-3.92,-5.87,-4.32,-6.50,8.57,8.68
EPS in Rs,-3.62,-3.01,0.30,0.19,1.29,0.12,0.29,-0.55,-0.82,-0.59,-0.88,1.17,1.18
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
