Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,760,835,903,965,"1,013","1,187","1,141","1,108","1,508","1,847","2,822","3,637","4,221"
Expenses+,700,768,834,892,925,"1,077","1,050","1,009","1,357","1,647","2,453","3,171","3,667"
Operating Profit,61,67,68,73,88,110,91,98,151,201,369,465,554
OPM %,8%,8%,8%,8%,9%,9%,8%,9%,10%,11%,13%,13%,13%
Other Income+,4,25,7,10,22,21,26,17,11,15,45,51,45
Interest,4,5,5,4,2,3,10,10,10,17,69,80,89
Depreciation,18,19,21,24,24,27,35,34,40,52,118,129,150
Profit before tax,43,68,50,56,82,100,73,72,113,147,227,308,360
Tax %,30%,31%,31%,28%,31%,31%,19%,28%,27%,24%,26%,26%,
Net Profit+,30,47,34,40,57,69,59,51,82,111,167,229,267
EPS in Rs,4.43,6.60,4.66,5.06,7.15,9.67,8.52,6.91,10.18,13.63,19.10,26.08,31.04
Dividend Payout %,27%,21%,20%,19%,28%,31%,35%,43%,34%,33%,29%,21%,
