Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,375,331,393,376,341,402,446,565,754,919,753,866,914
Expenses+,349,305,361,360,331,396,427,544,738,902,748,860,907
Operating Profit,26,25,32,16,11,7,19,21,15,18,5,5,7
OPM %,7%,8%,8%,4%,3%,2%,4%,4%,2%,2%,1%,1%,1%
Other Income+,2,2,5,3,2,2,6,1,1,2,4,2,2
Interest,2,1,1,2,1,1,1,1,0,1,0,0,0
Depreciation,10,7,8,7,7,6,6,6,7,6,6,6,5
Profit before tax,16,20,27,10,5,1,18,15,10,13,3,1,3
Tax %,30%,33%,34%,19%,17%,-152%,29%,12%,26%,22%,35%,24%,
Net Profit+,11,13,18,8,4,3,12,14,7,10,2,1,2
EPS in Rs,12.76,14.76,20.37,9.24,4.62,3.57,14.06,15.32,8.03,11.26,1.95,1.15,2.16
Dividend Payout %,39%,41%,34%,32%,43%,28%,21%,20%,25%,22%,77%,44%,
