Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,127.76,102.19,100.69,85.31,124.04,1.53,1.40,3.15,6.48,9.44,9.70,13.19,11.01
Expenses+,210.31,144.13,122.06,129.31,136.51,59.16,66.15,0.31,14.14,18.28,20.28,12.04,11.30
Operating Profit,-82.55,-41.94,-21.37,-44.00,-12.47,-57.63,-64.75,2.84,-7.66,-8.84,-10.58,1.15,-0.29
OPM %,-64.61%,-41.04%,-21.22%,-51.58%,-10.05%,"-3,766.67%","-4,625.00%",90.16%,-118.21%,-93.64%,-109.07%,8.72%,-2.63%
Other Income+,1.64,3.79,10.28,6.03,3.07,0.00,0.00,-48.46,31.61,201.77,189.62,13.73,10.11
Interest,39.09,7.34,1.19,0.40,38.03,0.00,0.00,0.00,0.00,0.01,0.14,0.88,0.15
Depreciation,10.56,2.80,1.23,0.48,12.55,0.00,0.00,0.00,0.00,0.10,0.13,0.13,0.12
Profit before tax,-130.56,-48.29,-13.51,-38.85,-59.98,-57.63,-64.75,-45.62,23.95,192.82,178.77,13.87,9.55
Tax %,-26.63%,-53.43%,-36.79%,-34.31%,63.69%,0.00%,0.00%,0.00%,0.00%,16.66%,23.47%,1.80%,
Net Profit+,-95.79,-22.49,-8.55,-25.52,-98.18,-57.63,-64.75,-45.62,23.95,160.70,136.82,13.62,9.27
EPS in Rs,-10.75,-2.52,-0.96,-0.29,-8.34,-4.90,-5.50,-3.88,2.03,13.65,11.62,1.16,0.79
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
