Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,35,55,100,104,140,124,139,101,86,85,71,92,91
Expenses+,39,59,93,92,126,124,137,99,87,94,72,96,95
Operating Profit,-4,-4,7,12,14,0,2,2,-1,-9,-1,-4,-4
OPM %,-11%,-7%,7%,11%,10%,0%,1%,2%,-1%,-11%,-1%,-4%,-5%
Other Income+,-3,-6,-17,0,32,6,3,7,9,-7,4,0,1
Interest,14,0,0,1,1,1,2,1,1,1,0,1,1
Depreciation,15,12,10,6,7,7,9,7,7,6,6,8,8
Profit before tax,-35,-22,-22,5,38,-2,-6,1,0,-23,-3,-13,-12
Tax %,-18%,0%,-0%,-327%,32%,-19%,-17%,-39%,"4,000%",-24%,18%,58%,
Net Profit+,-29,-22,-22,22,26,-2,-5,1,-4,-18,-4,-20,-18
EPS in Rs,-11.95,-9.20,-5.76,4.98,4.29,-0.11,-0.33,0.19,-0.62,0.62,-0.52,-2.31,-2.11
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
