Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,61,118,199,244,287,530,767,776,942,"1,184","1,589","1,954","1,973"
Interest,28,55,95,115,123,190,276,366,357,437,626,848,955
Expenses+,20,37,76,114,181,259,414,460,786,700,843,"1,124","1,229"
Financing Profit,13,26,28,15,-18,81,77,-49,-201,47,120,-18,-211
Financing Margin %,21%,22%,14%,6%,-6%,15%,10%,-6%,-21%,4%,8%,-1%,-11%
Other Income+,0,0,1,11,38,67,87,76,94,97,219,217,288
Depreciation,0,1,1,2,5,6,10,15,19,43,51,56,0
Profit before tax,13,25,27,24,16,143,154,12,-127,101,288,144,77
Tax %,32%,34%,-0%,37%,36%,37%,28%,2%,-27%,23%,25%,20%,
Net Profit+,9,17,27,15,10,90,111,12,-93,78,216,115,65
EPS in Rs,3.30,5.11,7.16,2.36,1.50,11.08,12.84,1.12,-8.76,7.32,20.34,10.82,6.13
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
