Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,69,90,101,123,136,178,183,214,235,266,305,311,313
Expenses+,44,64,67,82,89,110,128,146,175,215,251,250,247
Operating Profit,24,25,34,41,47,68,55,69,60,51,54,62,66
OPM %,36%,28%,34%,33%,35%,38%,30%,32%,26%,19%,18%,20%,21%
Other Income+,1,3,1,0,3,7,6,1,14,20,15,8,9
Interest,6,5,4,4,4,7,7,7,4,9,20,13,10
Depreciation,5,6,6,7,10,12,13,13,17,21,17,17,17
Profit before tax,13,18,25,31,36,57,41,50,54,40,32,40,49
Tax %,31%,26%,23%,26%,36%,28%,25%,31%,26%,30%,34%,27%,
Net Profit+,9,13,19,23,23,41,31,35,39,28,21,29,39
EPS in Rs,11.11,15.99,22.57,27.68,30.12,48.87,34.29,40.47,46.22,31.30,22.21,32.31,44.20
Dividend Payout %,18%,19%,18%,19%,33%,23%,19%,25%,22%,26%,27%,22%,
