Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,42,64,64,68,105,140,82,113,190,202,241,262,272
Expenses+,41,62,62,66,94,124,77,104,170,181,206,220,230
Operating Profit,1,2,2,2,12,17,5,9,20,21,35,42,42
OPM %,2%,3%,3%,2%,11%,12%,6%,8%,11%,10%,15%,16%,16%
Other Income+,0,1,0,0,1,3,1,0,1,0,1,-0,-0
Interest,0,1,1,0,0,0,0,0,0,0,0,1,1
Depreciation,1,1,1,1,1,1,1,3,3,3,4,6,6
Profit before tax,0,0,1,1,11,18,4,7,18,17,32,35,35
Tax %,34%,-26%,35%,20%,35%,30%,30%,11%,30%,26%,26%,27%,
Net Profit+,0,0,0,1,7,13,3,6,13,13,24,25,26
EPS in Rs,5.60,5.80,8.17,13.00,7.04,12.64,2.73,6.03,12.83,12.88,24.09,25.43,25.93
Dividend Payout %,-0%,-0%,-0%,-0%,14%,8%,-0%,-0%,12%,12%,6%,6%,
