Metric,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,699,294,132,46,243,15,1,1,48,380,958,"1,488","1,517"
Expenses+,703,293,137,48,243,17,2,2,44,329,869,"1,370","1,405"
Operating Profit,-4,1,-5,-2,-1,-2,-2,-1,4,51,89,118,112
OPM %,-1%,0%,-4%,-4%,-0%,-17%,-311%,-172%,8%,13%,9%,8%,7%
Other Income+,0,-0,2,0,-5,-6,0,1,159,14,135,83,378
Interest,0,0,1,2,0,0,0,0,1,5,6,27,38
Depreciation,0,0,0,0,0,0,0,0,1,2,5,11,15
Profit before tax,-3,0,-5,-4,-6,-8,-2,-0,161,57,213,163,436
Tax %,-0%,11%,7%,0%,0%,0%,-45%,0%,4%,22%,18%,23%,
Net Profit+,-3,3,-3,-1,-4,-44,-1,1,154,68,175,123,376
EPS in Rs,,0.02,-0.02,-0.01,-0.03,-0.32,-0.00,0.01,0.99,0.32,0.77,0.37,1.84
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,17%,26%,11%,22%,
