Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"4,357","5,129","6,150","7,256","8,243","9,617","11,247","10,560","14,663","16,612","19,059","21,794","22,550"
Expenses+,"3,681","4,392","5,465","6,522","7,442","8,548","9,656","9,420","12,474","14,548","16,665","18,761","19,352"
Operating Profit,676,737,684,734,801,"1,070","1,591","1,140","2,189","2,065","2,394","3,033","3,199"
OPM %,16%,14%,11%,10%,10%,11%,14%,11%,15%,12%,13%,14%,14%
Other Income+,18,47,92,60,24,26,222,103,368,75,123,222,238
Interest,119,118,180,257,295,327,533,449,379,381,449,458,450
Depreciation,168,212,264,314,359,396,620,573,601,615,687,758,795
Profit before tax,407,455,332,222,171,373,660,221,"1,578","1,144","1,380","2,039","2,192"
Tax %,25%,29%,29%,41%,65%,47%,34%,38%,30%,22%,32%,26%,
Net Profit+,315,335,235,131,60,200,432,137,"1,108",844,935,"1,505","1,631"
EPS in Rs,22.77,24.43,16.99,15.88,8.44,16.96,32.70,10.46,73.42,56.97,62.50,100.56,109.43
Dividend Payout %,25%,24%,35%,38%,59%,35%,18%,29%,16%,26%,26%,13%,
