Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,229,84,91,157,170,184,101,78,163,165,143,119,110
Expenses+,364,142,129,176,212,298,132,79,148,177,143,124,117
Operating Profit,-135,-58,-37,-19,-42,-114,-31,-2,15,-12,-0,-5,-7
OPM %,-59%,-69%,-41%,-12%,-25%,-62%,-30%,-2%,9%,-7%,-0%,-4%,-6%
Other Income+,-41,2,23,1,16,7,13,-6,8,4,5,10,15
Interest,21,9,10,9,8,7,5,3,7,3,3,2,2
Depreciation,7,6,6,6,7,6,6,3,3,2,3,2,2
Profit before tax,-203,-71,-31,-33,-41,-120,-28,-14,13,-14,-1,0,3
Tax %,0%,0%,5%,0%,0%,0%,0%,0%,12%,0%,0%,0%,
Net Profit+,-203,-71,-33,-33,-41,-120,-28,-14,12,-14,-1,0,3
EPS in Rs,-15.50,-5.41,-2.49,-2.53,-3.13,-9.15,-2.16,-0.95,0.82,-1.01,-0.05,0.02,0.23
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
