Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,75.00,56.06,59.30,56.71,51.74,68.11,15.18,17.27,29.65,54.62,70.32,33.68,35.07
Expenses+,45.13,29.60,31.50,39.17,35.77,55.98,15.79,20.53,30.19,43.26,58.33,27.81,27.91
Operating Profit,29.87,26.46,27.80,17.54,15.97,12.13,-0.61,-3.26,-0.54,11.36,11.99,5.87,7.16
OPM %,39.83%,47.20%,46.88%,30.93%,30.87%,17.81%,-4.02%,-18.88%,-1.82%,20.80%,17.05%,17.43%,20.42%
Other Income+,3.78,0.88,1.56,3.03,4.70,4.35,3.81,8.09,22.08,3.80,4.08,6.42,6.74
Interest,3.39,5.05,3.49,2.32,1.05,2.00,0.98,0.58,0.49,0.41,2.37,3.83,3.63
Depreciation,15.29,14.64,14.86,15.02,12.30,9.30,1.51,1.62,3.32,6.91,6.33,6.09,5.95
Profit before tax,14.97,7.65,11.01,3.23,7.32,5.18,0.71,2.63,17.73,7.84,7.37,2.37,4.32
Tax %,37.47%,30.46%,30.06%,19.81%,26.50%,23.36%,88.73%,38.02%,28.26%,33.42%,24.29%,37.55%,
Net Profit+,9.37,5.33,7.70,2.59,5.38,3.97,0.08,1.63,12.72,5.22,5.59,1.48,3.58
EPS in Rs,1.18,0.67,0.97,0.30,0.58,0.45,0.05,0.25,1.61,0.63,0.67,0.19,0.45
Dividend Payout %,33.79%,0.30%,10.28%,33.82%,17.40%,21.99%,552.21%,121.77%,24.79%,63.07%,59.62%,106.96%,
